contestant_id,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,elimination_week,J_pct,week,industry_std,is_US,age_bin,rank_judge,rank_final
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,100.0,4,Actor,1,36-45,1.0,1
Antonio Sabato Jr._S19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,7,72.5,4,Actor,0,36-45,6.0,8
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,82.5,4,Other,1,18-25,5.0,4
Betsey Johnson_S19,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,4,72.5,4,Other,1,55+,6.0,10
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,90.0,4,Actor,1,18-25,4.0,3
Jonathan Bennett_S19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,6,60.0,4,Actor,1,26-35,10.0,9
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,97.5,4,Actor,1,46-55,2.0,6
Michael Waltrip_S19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,62.5,4,Athlete,1,46-55,9.0,7
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,92.5,4,TV_Personality,1,18-25,3.0,2
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,70.0,4,Comedian,0,55+,8.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,85.0,5,Actor,1,36-45,2.0,1
Antonio Sabato Jr._S19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,7,70.0,5,Actor,0,36-45,6.0,8
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,80.0,5,Other,1,18-25,5.0,4
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,82.5,5,Actor,1,18-25,4.0,3
Jonathan Bennett_S19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,6,60.0,5,Actor,1,26-35,7.0,9
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,85.0,5,Actor,1,46-55,2.0,6
Michael Waltrip_S19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,50.0,5,Athlete,1,46-55,9.0,7
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,90.0,5,TV_Personality,1,18-25,1.0,2
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,57.49999999999999,5,Comedian,0,55+,8.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,97.5,6,Actor,1,36-45,1.0,1
Antonio Sabato Jr._S19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,7,70.0,6,Actor,0,36-45,8.0,8
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,90.0,6,Other,1,18-25,2.0,4
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,82.5,6,Actor,1,18-25,4.0,3
Jonathan Bennett_S19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,6,80.0,6,Actor,1,26-35,5.0,9
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,80.0,6,Actor,1,46-55,5.0,6
Michael Waltrip_S19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,75.0,6,Athlete,1,46-55,7.0,7
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,87.5,6,TV_Personality,1,18-25,3.0,2
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,70.0,6,Comedian,0,55+,8.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,85.0,7,Actor,1,36-45,3.0,1
Antonio Sabato Jr._S19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,7,73.75,7,Actor,0,36-45,7.0,8
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,93.75,7,Other,1,18-25,1.0,4
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,83.75,7,Actor,1,18-25,4.0,3
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,87.5,7,Actor,1,46-55,2.0,6
Michael Waltrip_S19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,70.0,7,Athlete,1,46-55,8.0,7
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,77.5,7,TV_Personality,1,18-25,5.0,2
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,75.0,7,Comedian,0,55+,6.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,51.24999999999999,8,Actor,1,36-45,6.0,1
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,50.0,8,Other,1,18-25,7.0,4
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,53.75,8,Actor,1,18-25,5.0,3
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,80.0,8,Actor,1,46-55,2.0,6
Michael Waltrip_S19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,62.5,8,Athlete,1,46-55,4.0,7
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,95.0,8,TV_Personality,1,18-25,1.0,2
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,72.5,8,Comedian,0,55+,3.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,96.25,9,Actor,1,36-45,1.0,1
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,92.5,9,Other,1,18-25,3.0,4
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,96.25,9,Actor,1,18-25,1.0,3
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,87.5,9,Actor,1,46-55,5.0,6
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,91.25,9,TV_Personality,1,18-25,4.0,2
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,71.25,9,Comedian,0,55+,6.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,93.75,10,Actor,1,36-45,3.0,1
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,95.0,10,Other,1,18-25,2.0,4
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,97.5,10,Actor,1,18-25,1.0,3
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,92.5,10,TV_Personality,1,18-25,4.0,2
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,77.5,10,Comedian,0,55+,5.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,100.0,11,Actor,1,36-45,1.0,1
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,95.0,11,Other,1,18-25,4.0,4
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,97.4995,11,Actor,1,18-25,3.0,3
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,98.333,11,TV_Personality,1,18-25,2.0,2
Charlotte McKinney_S20,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,3,55.00000000000001,1,Model,1,18-25,11.0,11
Chris Soules_S20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,65.0,1,TV_Personality,1,26-35,5.0,5
Michael Sam_S20,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,4,65.0,1,Athlete,1,18-25,5.0,10
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,75.0,1,Athlete,0,18-25,3.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,65.0,1,Other,1,26-35,5.0,3
Patti LaBelle_S20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,6,62.5,1,Musician,1,55+,8.0,8
Redfoo_S20,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,2,55.00000000000001,1,Musician,1,36-45,11.0,12
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,77.5,1,Actor,1,18-25,2.0,2
Robert Herjavec_S20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,8,70.0,1,Other,0,46-55,4.0,6
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,80.0,1,Actor,1,26-35,1.0,1
Suzanne Somers_S20,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,5,62.5,1,Actor,1,55+,8.0,9
Willow Shields_S20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,7,62.5,1,Actor,1,18-25,8.0,7
Charlotte McKinney_S20,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,3,65.0,2,Model,1,18-25,11.0,11
Chris Soules_S20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,52.5,2,TV_Personality,1,26-35,12.0,5
Michael Sam_S20,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,4,70.0,2,Athlete,1,18-25,6.0,10
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,85.0,2,Athlete,0,18-25,1.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,67.5,2,Other,1,26-35,10.0,3
Patti LaBelle_S20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,6,70.0,2,Musician,1,55+,6.0,8
Redfoo_S20,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,2,77.5,2,Musician,1,36-45,5.0,12
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,80.0,2,Actor,1,18-25,2.0,2
Robert Herjavec_S20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,8,70.0,2,Other,0,46-55,6.0,6
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,80.0,2,Actor,1,26-35,2.0,1
Suzanne Somers_S20,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,5,70.0,2,Actor,1,55+,6.0,9
Willow Shields_S20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,7,80.0,2,Actor,1,18-25,2.0,7
Charlotte McKinney_S20,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,3,55.00000000000001,3,Model,1,18-25,10.0,11
Chris Soules_S20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,70.0,3,TV_Personality,1,26-35,7.0,5
Michael Sam_S20,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,4,60.0,3,Athlete,1,18-25,9.0,10
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,85.0,3,Athlete,0,18-25,1.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,75.0,3,Other,1,26-35,5.0,3
Patti LaBelle_S20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,6,55.00000000000001,3,Musician,1,55+,10.0,8
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,85.0,3,Actor,1,18-25,1.0,2
Robert Herjavec_S20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,8,72.5,3,Other,0,46-55,6.0,6
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,82.5,3,Actor,1,26-35,3.0,1
Suzanne Somers_S20,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,5,62.5,3,Actor,1,55+,8.0,9
Willow Shields_S20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,7,80.0,3,Actor,1,18-25,4.0,7
Chris Soules_S20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,67.5,4,TV_Personality,1,26-35,10.0,5
Michael Sam_S20,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,4,75.0,4,Athlete,1,18-25,7.0,10
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,90.0,4,Athlete,0,18-25,2.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,80.0,4,Other,1,26-35,6.0,3
Patti LaBelle_S20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,6,75.0,4,Musician,1,55+,7.0,8
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,85.0,4,Actor,1,18-25,4.0,2
Robert Herjavec_S20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,8,85.0,4,Other,0,46-55,4.0,6
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,87.5,4,Actor,1,26-35,3.0,1
Suzanne Somers_S20,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,5,70.0,4,Actor,1,55+,9.0,9
Willow Shields_S20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,7,97.5,4,Actor,1,18-25,1.0,7
Chris Soules_S20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,67.5,5,TV_Personality,1,26-35,7.0,5
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,95.0,5,Athlete,0,18-25,2.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,70.0,5,Other,1,26-35,5.0,3
Patti LaBelle_S20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,6,67.5,5,Musician,1,55+,7.0,8
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,95.0,5,Actor,1,18-25,2.0,2
Robert Herjavec_S20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,8,60.0,5,Other,0,46-55,9.0,6
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,97.5,5,Actor,1,26-35,1.0,1
Suzanne Somers_S20,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,5,70.0,5,Actor,1,55+,5.0,9
Willow Shields_S20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,7,85.0,5,Actor,1,18-25,4.0,7
Chris Soules_S20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,87.5,6,TV_Personality,1,26-35,5.0,5
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,91.25,6,Athlete,0,18-25,2.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,85.0,6,Other,1,26-35,6.0,3
Patti LaBelle_S20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,6,85.0,6,Musician,1,55+,6.0,8
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,95.0,6,Actor,1,18-25,1.0,2
Robert Herjavec_S20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,8,83.75,6,Other,0,46-55,8.0,6
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,88.75,6,Actor,1,26-35,4.0,1
Willow Shields_S20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,7,91.25,6,Actor,1,18-25,2.0,7
Chris Soules_S20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,77.5,7,TV_Personality,1,26-35,3.0,5
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,51.24999999999999,7,Athlete,0,18-25,5.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,47.5,7,Other,1,26-35,7.0,3
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,92.5,7,Actor,1,18-25,1.0,2
Robert Herjavec_S20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,8,77.5,7,Other,0,46-55,3.0,6
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,92.5,7,Actor,1,26-35,1.0,1
Willow Shields_S20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,7,48.75,7,Actor,1,18-25,6.0,7
Chris Soules_S20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,8,80.0,8,TV_Personality,1,26-35,4.0,5
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,95.0,8,Athlete,0,18-25,3.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,78.75,8,Other,1,26-35,5.0,3
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,97.5,8,Actor,1,18-25,2.0,2
Robert Herjavec_S20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,8,77.5,8,Other,0,46-55,6.0,6
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,100.0,8,Actor,1,26-35,1.0,1
Nastia Liukin_S20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9,100.0,9,Athlete,0,18-25,1.0,4
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,95.0,9,Other,1,26-35,4.0,3
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,100.0,9,Actor,1,18-25,1.0,2
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,97.5,9,Actor,1,26-35,3.0,1
Noah Galloway_S20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,finalist,90.0,10,Other,1,26-35,3.0,3
Riker Lynch_S20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,finalist,100.0,10,Actor,1,18-25,1.0,2
Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,finalist,100.0,10,Actor,1,26-35,1.0,1
Alek Skarlatos_S21,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,finalist,73.33333333333333,1,Other,1,18-25,5.0,3
Alexa PenaVega_S21,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,9,73.33333333333333,1,Actor,1,26-35,5.0,6
Andy Grammer_S21,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,8,70.0,1,Musician,1,26-35,7.0,7
Bindi Irwin_S21,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,finalist,80.0,1,TV_Personality,0,18-25,1.0,1
Carlos PenaVega_S21,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,11,76.66666666666667,1,Actor,1,26-35,3.0,4
Chaka Khan_S21,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,2,43.333333333333336,1,Musician,1,55+,12.0,13
Gary Busey_S21,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,4,50.0,1,Actor,1,55+,9.0,10
Hayes Grier_S21,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7,70.0,1,Other,1,18-25,7.0,8
Kim Zolciak-Biermann_S21,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,withdrew,40.0,1,TV_Personality,1,36-45,13.0,11
Nick Carter_S21,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,finalist,80.0,1,Musician,1,26-35,1.0,2
Paula Deen_S21,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,6,50.0,1,TV_Personality,1,55+,9.0,9
Tamar Braxton_S21,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,withdrew,76.66666666666667,1,Musician,1,36-45,3.0,5
Victor Espinoza_S21,Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,2,50.0,1,Athlete,0,36-45,9.0,12
Alek Skarlatos_S21,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,finalist,75.0,2,Other,1,18-25,4.0,3
Alexa PenaVega_S21,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,9,76.66666666666667,2,Actor,1,26-35,3.0,6
Andy Grammer_S21,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,8,73.33333333333333,2,Musician,1,26-35,8.0,7
