celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,score,week,judge
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,0.0,5,2
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5,2
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,7.0,5,2
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,7.0,5,2
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,8.0,5,2
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,9.0,5,2
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,0.0,5,2
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,0.0,5,2
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,8.0,5,2
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,5,2
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,5,2
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,0.0,5,2
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,8.0,5,2
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,6.0,5,2
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,7.0,5,2
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,5,2
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,9.0,5,2
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,9.25,5,2
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,9.75,5,2
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,8.75,5,2
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,8.5,5,2
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,9.75,5,2
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,9.25,5,2
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,9.0,5,2
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,0.0,5,2
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,0.0,5,2
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,0.0,5,2
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,0.0,5,2
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,0.0,5,2
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,9.5,5,2
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,5,2
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,9.0,5,2
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,0.0,5,2
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,7.0,5,2
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,8.0,5,2
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,8.0,5,2
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,6.0,5,2
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5,2
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,0.0,5,2
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,9.0,5,2
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,0.0,5,2
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,8.0,5,2
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,0.0,5,2
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,9.0,5,2
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,9.0,5,2
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7.0,5,2
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,9.0,5,2
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,7.0,5,2
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,0.0,5,2
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,8.0,5,2
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,10.0,5,2
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,9.0,5,2
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,9.0,5,2
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,0.0,5,2
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,0.0,5,2
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,9.0,5,2
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10.0,5,2
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9.0,5,2
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,0.0,5,2
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,0.0,5,2
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,10.0,5,2
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,9.0,5,2
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,9.0,5,2
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,5,2
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,8.0,5,2
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,9.0,5,2
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,6.0,5,2
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,6.0,5,2
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,5,2
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,8.0,5,2
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,5,2
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,0.0,5,2
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,0.0,5,2
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,6.0,5,2
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,0.0,5,2
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,5.0,5,2
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,0.0,5,2
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,5,2
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,9.0,5,2
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,7.0,5,2
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,8.0,5,2
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,9.0,5,2
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,9.0,5,2
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,9.0,5,2
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,0.0,5,2
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,6.0,5,2
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,0.0,5,2
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,5,2
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,0.0,5,2
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,6.0,5,2
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,6.0,5,2
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,0.0,5,2
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,10.0,5,2
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,10.0,5,2
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,0.0,5,2
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,7.0,5,2
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,0.0,5,2
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,9.0,5,2
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,7.0,5,2
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,9.0,5,2
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,8.0,5,2
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,9.0,5,2
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,0.0,5,2
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,7.0,5,2
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,0.0,5,2
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,6.0,5,2
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,8.0,5,2
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,7.0,5,2
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,7.0,5,2
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,6.0,5,2
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,8.0,5,2
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,0.0,5,2
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,10.0,5,2
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8.0,5,2
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,7.0,5,2
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,0.0,5,2
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,0.0,5,2
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,8.0,5,2
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,9.0,5,2
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,8.0,5,2
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,8.0,5,2
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,9.0,5,2
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,8.0,5,2
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,0.0,5,2
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,9.0,5,2
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,0.0,5,2
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,0.0,5,2
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,8.0,5,2
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,9.0,5,2
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,0.0,5,2
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,0.0,5,2
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,8.0,5,2
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,9.0,5,2
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,8.0,5,2
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,9.0,5,2
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7.0,5,2
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8.0,5,2
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,0.0,5,2
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,8.0,5,2
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,9.0,5,2
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,8.0,5,2
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,8.0,5,2
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,9.0,5,2
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,10.0,5,2
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,0.0,5,2
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,9.0,5,2
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,8.0,5,2
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,9.0,5,2
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,0.0,5,2
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,10.0,5,2
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,0.0,5,2
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,8.0,5,2
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,8.0,5,2
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,8.0,5,2
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,9.0,5,2
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,8.0,5,2
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,0.0,5,2
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,8.0,5,2
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,8.0,5,2
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,0.0,5,2
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,8.0,5,2
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,5,2
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,0.0,5,2
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,5,2
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,0.0,5,2
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,9.0,5,2
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,5,2
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,8.0,5,2
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,8.0,5,2
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,8.0,5,2
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,0.0,5,2
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,0.0,5,2
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,8.0,5,2
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,6.0,5,2
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,0.0,5,2
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,5,2
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,9.0,5,2
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,7.0,5,2
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,5,2
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,0.0,5,2
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,5,2
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,6.0,5,2
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,8.0,5,2
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,8.0,5,2
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,0.0,5,2
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,7.0,5,2
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,10.0,5,2
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,9.0,5,2
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,8.0,5,2
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,8.0,5,2
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,9.0,5,2
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,0.0,5,2
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,9.0,5,2
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,8.0,5,2
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,0.0,5,2
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,0.0,5,2
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,9.0,5,2
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,0.0,5,2
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,8.0,5,2
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,9.0,5,2
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,5,2
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,8.0,5,2
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,9.0,5,2
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,8.0,5,2
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,9.0,5,2
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,10.0,5,2
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,0.0,5,2
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,9.0,5,2
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,10.0,5,2
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,0.0,5,2
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,0.0,5,2
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,10.0,5,2
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,8.5,5,2
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9.0,5,2
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,8.125,5,2
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,10.125,5,2
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,0.0,5,2
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,8.875,5,2
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,8.375,5,2
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,10.125,5,2
